volume,united_states_savings_inflation_securities,total_interest-bearing_debt,foreign_series,total_marketable,treasury_bills,government_account_series_inflation_securities,weighted_sentiment,special_purpose_vehicle,treasury_floating_rate_notes_(frn),treasury_bonds,treasury_inflation-protected_securities_(tips),price_direction
Medium,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,VeryHigh,High,VeryLow,VeryLow,Down
High,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,VeryHigh,High,VeryLow,VeryLow,Down
Medium,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,VeryHigh,High,VeryLow,VeryLow,Up
Medium,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryHigh,VeryHigh,High,VeryLow,VeryLow,Down
High,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Low,VeryHigh,High,VeryLow,VeryLow,Up
High,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Medium,VeryHigh,High,VeryLow,VeryLow,Down
VeryHigh,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,VeryHigh,High,VeryLow,VeryLow,Up
High,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,High,VeryHigh,High,VeryLow,VeryLow,Up
Low,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Low,VeryHigh,High,VeryLow,VeryLow,Up
Low,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryHigh,VeryHigh,High,VeryLow,VeryLow,Down
Medium,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Low,VeryHigh,High,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Low,VeryHigh,High,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Medium,VeryHigh,High,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,High,VeryHigh,High,VeryLow,VeryLow,Down
VeryHigh,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Medium,VeryHigh,High,VeryLow,VeryLow,Up
Low,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Medium,VeryHigh,High,VeryLow,VeryLow,Down
Low,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,VeryHigh,High,VeryLow,VeryLow,Down
High,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,High,VeryHigh,High,VeryLow,VeryLow,Down
Medium,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Low,VeryHigh,High,VeryLow,VeryLow,Up
Medium,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryHigh,VeryHigh,High,VeryLow,VeryLow,Down
High,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Low,VeryHigh,High,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,VeryHigh,High,VeryLow,VeryLow,Up
VeryLow,High,VeryLow,0,VeryLow,Medium,VeryLow,High,High,High,VeryLow,VeryLow,Up
VeryLow,High,VeryLow,0,VeryLow,Medium,VeryLow,Low,High,High,VeryLow,VeryLow,Up
Medium,High,VeryLow,0,VeryLow,Medium,VeryLow,High,High,High,VeryLow,VeryLow,Up
Low,High,VeryLow,0,VeryLow,Medium,VeryLow,Low,High,High,VeryLow,VeryLow,Down
Medium,High,VeryLow,0,VeryLow,Medium,VeryLow,High,High,High,VeryLow,VeryLow,Down
High,High,VeryLow,0,VeryLow,Medium,VeryLow,Medium,High,High,VeryLow,VeryLow,Down
Medium,High,VeryLow,0,VeryLow,Medium,VeryLow,Medium,High,High,VeryLow,VeryLow,Up
VeryLow,High,VeryLow,0,VeryLow,Medium,VeryLow,Low,High,High,VeryLow,VeryLow,Down
VeryLow,High,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,High,High,VeryLow,VeryLow,Down
High,High,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,High,High,VeryLow,VeryLow,Up
Medium,High,VeryLow,0,VeryLow,Medium,VeryLow,High,High,High,VeryLow,VeryLow,Up
High,High,VeryLow,0,VeryLow,Medium,VeryLow,Medium,High,High,VeryLow,VeryLow,Down
VeryHigh,High,VeryLow,0,VeryLow,Medium,VeryLow,Medium,High,High,VeryLow,VeryLow,Up
VeryHigh,High,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,High,High,VeryLow,VeryLow,Down
VeryLow,High,VeryLow,0,VeryLow,Medium,VeryLow,Low,High,High,VeryLow,VeryLow,Down
VeryLow,High,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,High,High,VeryLow,VeryLow,Down
Medium,High,VeryLow,0,VeryLow,Medium,VeryLow,VeryHigh,High,High,VeryLow,VeryLow,Down
Medium,High,VeryLow,0,VeryLow,Medium,VeryLow,High,High,High,VeryLow,VeryLow,Down
Medium,High,VeryLow,0,VeryLow,Medium,VeryLow,High,High,High,VeryLow,VeryLow,Up
Medium,High,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,High,High,VeryLow,VeryLow,Down
Low,High,VeryLow,0,VeryLow,Medium,VeryLow,High,High,High,VeryLow,VeryLow,Up
VeryLow,High,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,High,High,VeryLow,VeryLow,Down
VeryLow,High,VeryLow,0,VeryLow,Medium,VeryLow,VeryHigh,High,High,VeryLow,VeryLow,Up
High,High,VeryLow,0,VeryLow,Medium,VeryLow,Low,High,High,VeryLow,VeryLow,Down
Low,High,VeryLow,0,VeryLow,Medium,VeryLow,Low,High,High,VeryLow,VeryLow,Up
Medium,High,VeryLow,0,VeryLow,Medium,VeryLow,Medium,High,High,VeryLow,VeryLow,Up
Low,High,VeryLow,0,VeryLow,Medium,VeryLow,Low,High,High,VeryLow,VeryLow,Down
Low,High,VeryLow,0,VeryLow,Medium,VeryLow,VeryHigh,High,High,VeryLow,VeryLow,Up
VeryLow,High,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,High,High,VeryLow,VeryLow,Up
VeryLow,High,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,High,High,VeryLow,VeryLow,Down
Medium,High,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,High,High,VeryLow,VeryLow,Down
High,High,Low,0,Low,High,VeryLow,High,VeryHigh,High,Low,Low,Up
VeryHigh,High,Low,0,Low,High,VeryLow,High,VeryHigh,High,Low,Low,Down
Medium,High,Low,0,Low,High,VeryLow,High,VeryHigh,High,Low,Low,Up
Low,High,Low,0,Low,High,VeryLow,Low,VeryHigh,High,Low,Low,Down
VeryLow,High,Low,0,Low,High,VeryLow,Low,VeryHigh,High,Low,Low,Down
VeryLow,High,Low,0,Low,High,VeryLow,VeryLow,VeryHigh,High,Low,Low,Down
Medium,High,Low,0,Low,High,VeryLow,High,VeryHigh,High,Low,Low,Up
High,High,Low,0,Low,High,VeryLow,High,VeryHigh,High,Low,Low,Up
Medium,High,Low,0,Low,High,VeryLow,VeryHigh,VeryHigh,High,Low,Low,Down
Low,High,Low,0,Low,High,VeryLow,VeryHigh,VeryHigh,High,Low,Low,Down
Low,High,Low,0,Low,High,VeryLow,Low,VeryHigh,High,Low,Low,Down
VeryLow,High,Low,0,Low,High,VeryLow,High,VeryHigh,High,Low,Low,Up
VeryLow,High,Low,0,Low,High,VeryLow,Low,VeryHigh,High,Low,Low,Down
Low,High,Low,0,Low,High,VeryLow,VeryLow,VeryHigh,High,Low,Low,Up
Low,High,Low,0,Low,High,VeryLow,High,VeryHigh,High,Low,Low,Down
Medium,High,Low,0,Low,High,VeryLow,High,VeryHigh,High,Low,Low,Down
VeryHigh,High,Low,0,Low,High,VeryLow,High,VeryHigh,High,Low,Low,Down
VeryHigh,High,Low,0,Low,High,VeryLow,VeryLow,VeryHigh,High,Low,Low,Down
Low,High,Low,0,Low,High,VeryLow,Low,VeryHigh,High,Low,Low,Up
VeryLow,High,Low,0,Low,High,VeryLow,VeryLow,VeryHigh,High,Low,Low,Up
Medium,High,Low,0,Low,High,VeryLow,VeryLow,VeryHigh,High,Low,Low,Down
High,High,Low,0,Low,High,VeryLow,Medium,VeryHigh,High,Low,Low,Down
High,High,Low,0,Low,High,VeryLow,VeryLow,VeryHigh,High,Low,Low,Up
Medium,High,Low,0,Low,High,VeryLow,Low,VeryHigh,High,Low,Low,Down
Medium,High,Low,0,Low,High,VeryLow,VeryHigh,VeryHigh,High,Low,Low,Down
VeryLow,High,Low,0,Low,High,VeryLow,Medium,VeryHigh,High,Low,Low,Down
VeryLow,High,Low,0,Low,High,VeryLow,VeryLow,VeryHigh,High,Low,Low,Up
Low,High,Low,0,Low,High,VeryLow,Low,VeryHigh,High,Low,Low,Up
VeryHigh,High,Low,0,Low,High,VeryLow,Low,VeryHigh,High,Low,Low,Up
Medium,High,Low,0,Low,High,VeryLow,Medium,VeryHigh,High,Low,Low,Down
High,High,Low,0,Low,High,VeryLow,VeryHigh,VeryHigh,High,Low,Low,Down
High,High,Low,0,Low,High,VeryLow,Low,VeryHigh,High,Low,Low,Down
VeryLow,High,Low,0,Low,High,VeryLow,VeryLow,VeryHigh,High,Low,Low,Up
VeryLow,High,Low,0,Low,High,VeryLow,Low,VeryHigh,High,Low,Low,Up
VeryLow,High,Low,0,Low,High,VeryLow,VeryHigh,VeryHigh,High,Low,Low,Down
Low,High,Low,0,Low,High,VeryLow,VeryLow,VeryHigh,High,Low,Low,Down
Medium,High,Low,0,Low,High,VeryLow,Medium,VeryHigh,High,Low,Low,Down
Medium,High,Low,0,Low,High,VeryLow,VeryHigh,VeryHigh,High,Low,Low,Up
Medium,High,Low,0,Low,High,VeryLow,Low,VeryHigh,High,Low,Low,Down
VeryLow,High,Low,0,Low,High,VeryLow,Medium,VeryHigh,High,Low,Low,Down
VeryLow,High,Low,0,Low,High,VeryLow,High,VeryHigh,High,Low,Low,Down
High,High,Low,0,Low,High,VeryLow,High,VeryHigh,High,Low,Low,Down
VeryHigh,High,Low,0,Low,High,VeryLow,VeryLow,VeryHigh,High,Low,Low,Up
Medium,High,Low,0,Low,High,VeryLow,VeryLow,VeryHigh,High,Low,Low,Up
High,High,Low,0,Low,High,VeryLow,VeryLow,VeryHigh,High,Low,Low,Up
Medium,High,Low,0,Low,High,VeryLow,Medium,VeryHigh,High,Low,Low,Up
VeryLow,High,Low,0,Low,High,VeryLow,VeryLow,VeryHigh,High,Low,Low,Down
VeryLow,High,Low,0,Low,High,VeryLow,VeryLow,VeryHigh,High,Low,Low,Down
High,High,Low,0,Low,High,VeryLow,Low,VeryHigh,High,Low,Low,Up
High,High,Low,0,Low,High,VeryLow,High,VeryHigh,High,Low,Low,Up
Medium,High,Low,0,Low,High,VeryLow,VeryLow,VeryHigh,High,Low,Low,Down
Medium,High,Low,0,Low,High,VeryLow,VeryLow,VeryHigh,High,Low,Low,Down
Medium,High,Low,0,Low,High,VeryLow,Low,VeryHigh,High,Low,Low,Up
VeryLow,High,Low,0,Low,High,VeryLow,Medium,VeryHigh,High,Low,Low,Up
VeryLow,High,Low,0,Low,High,VeryLow,VeryHigh,VeryHigh,High,Low,Low,Down
Medium,High,Low,0,Low,High,VeryLow,Low,VeryHigh,High,Low,Low,Up
Low,High,Low,0,Low,High,VeryLow,VeryHigh,VeryHigh,High,Low,Low,Down
High,High,Low,0,Low,High,VeryLow,Medium,VeryHigh,High,Low,Low,Up
VeryHigh,High,Low,0,Low,High,VeryLow,High,VeryHigh,High,Low,Low,Up
High,High,Low,0,Low,High,VeryLow,Medium,VeryHigh,High,Low,Low,Down
VeryLow,High,Low,0,Low,High,VeryLow,VeryLow,VeryHigh,High,Low,Low,Up
Medium,High,Low,0,Low,VeryHigh,VeryLow,VeryLow,VeryHigh,Medium,Low,Low,Up
VeryHigh,High,Low,0,Low,VeryHigh,VeryLow,VeryLow,VeryHigh,Medium,Low,Low,Down
High,High,Low,0,Low,VeryHigh,VeryLow,Medium,VeryHigh,Medium,Low,Low,Down
Medium,High,Low,0,Low,VeryHigh,VeryLow,VeryLow,VeryHigh,Medium,Low,Low,Up
High,High,Low,0,Low,VeryHigh,VeryLow,Low,VeryHigh,Medium,Low,Low,Down
High,High,Low,0,Low,VeryHigh,VeryLow,Medium,VeryHigh,Medium,Low,Low,Up
VeryLow,High,Low,0,Low,VeryHigh,VeryLow,VeryHigh,VeryHigh,Medium,Low,Low,Up
VeryLow,High,Low,0,Low,VeryHigh,VeryLow,VeryLow,VeryHigh,Medium,Low,Low,Down
Medium,High,Low,0,Low,VeryHigh,VeryLow,VeryHigh,VeryHigh,Medium,Low,Low,Down
Medium,High,Low,0,Low,VeryHigh,VeryLow,VeryLow,VeryHigh,Medium,Low,Low,Down
High,High,Low,0,Low,VeryHigh,VeryLow,High,VeryHigh,Medium,Low,Low,Down
Low,High,Low,0,Low,VeryHigh,VeryLow,Medium,VeryHigh,Medium,Low,Low,Down
Medium,High,Low,0,Low,VeryHigh,VeryLow,Low,VeryHigh,Medium,Low,Low,Up
VeryLow,High,Low,0,Low,VeryHigh,VeryLow,Medium,VeryHigh,Medium,Low,Low,Down
Low,High,Low,0,Low,VeryHigh,VeryLow,High,VeryHigh,Medium,Low,Low,Up
VeryHigh,High,Low,0,Low,VeryHigh,VeryLow,Medium,VeryHigh,Medium,Low,Low,Up
High,High,Low,0,Low,VeryHigh,VeryLow,Low,VeryHigh,Medium,Low,Low,Down
Medium,High,Low,0,Low,VeryHigh,VeryLow,VeryLow,VeryHigh,Medium,Low,Low,Down
High,High,Low,0,Low,VeryHigh,VeryLow,Low,VeryHigh,Medium,Low,Low,Up
VeryHigh,High,Low,0,Low,VeryHigh,VeryLow,VeryLow,VeryHigh,Medium,Low,Low,Up
Low,High,Low,0,Low,VeryHigh,VeryLow,Medium,VeryHigh,Medium,Low,Low,Up
Low,High,Low,0,Low,VeryHigh,VeryLow,Medium,VeryHigh,Medium,Low,Low,Up
VeryHigh,High,Low,0,Low,VeryHigh,VeryLow,Medium,VeryHigh,Medium,Low,Low,Up
VeryHigh,High,Low,0,Low,VeryHigh,VeryLow,Low,VeryHigh,Medium,Low,Low,Up
VeryHigh,High,Low,0,Low,VeryHigh,VeryLow,VeryHigh,VeryHigh,Medium,Low,Low,Up
High,High,Low,0,Low,VeryHigh,VeryLow,Medium,VeryHigh,Medium,Low,Low,Down
High,High,Low,0,Low,VeryHigh,VeryLow,VeryHigh,VeryHigh,Medium,Low,Low,Down
VeryLow,High,Low,0,Low,VeryHigh,VeryLow,Low,VeryHigh,Medium,Low,Low,Up
Low,High,Low,0,Low,VeryHigh,VeryLow,VeryLow,VeryHigh,Medium,Low,Low,Up
Medium,High,Low,0,Low,VeryHigh,VeryLow,High,VeryHigh,Medium,Low,Low,Down
Medium,High,Low,0,Low,VeryHigh,VeryLow,High,VeryHigh,Medium,Low,Low,Up
High,Low,Low,0,Low,VeryHigh,Low,High,VeryHigh,VeryHigh,Low,Low,Up
High,Low,Low,0,Low,VeryHigh,Low,High,VeryHigh,VeryHigh,Low,Low,Down
High,Low,Low,0,Low,VeryHigh,Low,Medium,VeryHigh,VeryHigh,Low,Low,Down
VeryLow,Low,Low,0,Low,VeryHigh,Low,VeryLow,VeryHigh,VeryHigh,Low,Low,Up
Low,Low,Low,0,Low,VeryHigh,Low,VeryLow,VeryHigh,VeryHigh,Low,Low,Down
Low,Low,Low,0,Low,VeryHigh,Low,Medium,VeryHigh,VeryHigh,Low,Low,Up
High,Low,Low,0,Low,VeryHigh,Low,VeryHigh,VeryHigh,VeryHigh,Low,Low,Up
High,Low,Low,0,Low,VeryHigh,Low,Medium,VeryHigh,VeryHigh,Low,Low,Up
VeryHigh,Low,Low,0,Low,VeryHigh,Low,VeryLow,VeryHigh,VeryHigh,Low,Low,Up
High,Low,Low,0,Low,VeryHigh,Low,Medium,VeryHigh,VeryHigh,Low,Low,Up
Low,Low,Low,0,Low,VeryHigh,Low,High,VeryHigh,VeryHigh,Low,Low,Down
VeryLow,Low,Low,0,Low,VeryHigh,Low,Medium,VeryHigh,VeryHigh,Low,Low,Down
Medium,Low,Low,0,Low,VeryHigh,Low,VeryLow,VeryHigh,VeryHigh,Low,Low,Down
High,Low,Low,0,Low,VeryHigh,Low,VeryLow,VeryHigh,VeryHigh,Low,Low,Down
VeryHigh,Low,Low,0,Low,VeryHigh,Low,VeryLow,VeryHigh,VeryHigh,Low,Low,Up
VeryHigh,Low,Low,0,Low,VeryHigh,Low,High,VeryHigh,VeryHigh,Low,Low,Down
High,Low,Low,0,Low,VeryHigh,Low,VeryHigh,VeryHigh,VeryHigh,Low,Low,Up
VeryLow,Low,Low,0,Low,VeryHigh,Low,VeryHigh,VeryHigh,VeryHigh,Low,Low,Down
VeryLow,Low,Low,0,Low,VeryHigh,Low,Medium,VeryHigh,VeryHigh,Low,Low,Up
High,Low,Low,0,Low,VeryHigh,Low,VeryHigh,VeryHigh,VeryHigh,Low,Low,Up
VeryHigh,Low,Low,0,Low,VeryHigh,Low,VeryHigh,VeryHigh,VeryHigh,Low,Low,Down
High,Low,Low,0,Low,VeryHigh,Low,VeryLow,VeryHigh,VeryHigh,Low,Low,Up
Low,Low,Low,0,Low,VeryHigh,Low,Low,VeryHigh,VeryHigh,Low,Low,Down
High,Low,Low,0,Low,VeryHigh,Low,High,VeryHigh,VeryHigh,Low,Low,Up
VeryLow,Low,Low,0,Low,VeryHigh,Low,Medium,VeryHigh,VeryHigh,Low,Low,Up
Low,Low,Low,0,Low,VeryHigh,Low,Medium,VeryHigh,VeryHigh,Low,Low,Down
High,Low,Low,0,Low,VeryHigh,Low,Low,VeryHigh,VeryHigh,Low,Low,Down
VeryHigh,Low,Low,0,Low,VeryHigh,Low,High,VeryHigh,VeryHigh,Low,Low,Up
High,Low,Low,0,Low,VeryHigh,Low,High,VeryHigh,VeryHigh,Low,Low,Up
Low,Low,Low,0,Low,VeryHigh,Low,High,VeryHigh,VeryHigh,Low,Low,Down
High,Medium,Low,0,Low,VeryHigh,Medium,High,VeryHigh,Medium,Low,Low,Up
Low,Medium,Low,0,Low,VeryHigh,Medium,Medium,VeryHigh,Medium,Low,Low,Up
Low,Medium,Low,0,Low,VeryHigh,Medium,VeryLow,VeryHigh,Medium,Low,Low,Up
VeryHigh,Medium,Low,0,Low,VeryHigh,Medium,Low,VeryHigh,Medium,Low,Low,Up
VeryHigh,Medium,Low,0,Low,VeryHigh,Medium,Low,VeryHigh,Medium,Low,Low,Up
High,Medium,Low,0,Low,VeryHigh,Medium,Low,VeryHigh,Medium,Low,Low,Down
High,Medium,Low,0,Low,VeryHigh,Medium,Medium,VeryHigh,Medium,Low,Low,Down
High,Medium,Low,0,Low,VeryHigh,Medium,High,VeryHigh,Medium,Low,Low,Up
Low,Medium,Low,0,Low,VeryHigh,Medium,VeryHigh,VeryHigh,Medium,Low,Low,Down
VeryLow,Medium,Low,0,Low,VeryHigh,Medium,VeryHigh,VeryHigh,Medium,Low,Low,Up
VeryHigh,Medium,Low,0,Low,VeryHigh,Medium,VeryLow,VeryHigh,Medium,Low,Low,Down
High,Medium,Low,0,Low,VeryHigh,Medium,VeryLow,VeryHigh,Medium,Low,Low,Up
High,Medium,Low,0,Low,VeryHigh,Medium,VeryHigh,VeryHigh,Medium,Low,Low,Up
High,Medium,Low,0,Low,VeryHigh,Medium,VeryHigh,VeryHigh,Medium,Low,Low,Up
Medium,Medium,Low,0,Low,VeryHigh,Medium,VeryLow,VeryHigh,Medium,Low,Low,Down
Low,Medium,Low,0,Low,VeryHigh,Medium,High,VeryHigh,Medium,Low,Low,Up
Low,Medium,Low,0,Low,VeryHigh,Medium,Low,VeryHigh,Medium,Low,Low,Down
High,Medium,Low,0,Low,VeryHigh,Medium,Low,VeryHigh,Medium,Low,Low,Up
High,Medium,Low,0,Low,VeryHigh,Medium,High,VeryHigh,Medium,Low,Low,Down
VeryHigh,Medium,Low,0,Low,VeryHigh,Medium,High,VeryHigh,Medium,Low,Low,Up
High,Medium,Low,0,Low,VeryHigh,Medium,High,VeryHigh,Medium,Low,Low,Up
Medium,Medium,Low,0,Low,VeryHigh,Medium,High,VeryHigh,Medium,Low,Low,Up
VeryLow,Medium,Low,0,Low,VeryHigh,Medium,High,VeryHigh,Medium,Low,Low,Down
VeryLow,Medium,Low,0,Low,VeryHigh,Medium,VeryHigh,VeryHigh,Medium,Low,Low,Down
VeryLow,Medium,Low,0,Low,VeryHigh,Medium,High,VeryHigh,Medium,Low,Low,Up
High,Medium,Low,0,Low,VeryHigh,Medium,VeryHigh,VeryHigh,Medium,Low,Low,Down
High,Medium,Low,0,Low,VeryHigh,Medium,Medium,VeryHigh,Medium,Low,Low,Up
High,Medium,Low,0,Low,VeryHigh,Medium,VeryHigh,VeryHigh,Medium,Low,Low,Down
High,Medium,Low,0,Low,VeryHigh,Medium,VeryLow,VeryHigh,Medium,Low,Low,Down
Medium,Medium,Low,0,Low,VeryHigh,Medium,VeryLow,VeryHigh,Medium,Low,Low,Up
Medium,Medium,Low,0,Low,VeryHigh,Medium,VeryLow,VeryHigh,Medium,Low,Low,Up
Low,Medium,Low,0,Low,VeryHigh,Medium,VeryHigh,High,High,Low,Low,Up
VeryHigh,Medium,Low,0,Low,VeryHigh,Medium,Medium,High,High,Low,Low,Up
VeryHigh,Medium,Low,0,Low,VeryHigh,Medium,High,High,High,Low,Low,Down
VeryHigh,Medium,Low,0,Low,VeryHigh,Medium,Low,High,High,Low,Low,Up
VeryHigh,Medium,Low,0,Low,VeryHigh,Medium,Medium,High,High,Low,Low,Down
Low,Medium,Low,0,Low,VeryHigh,Medium,High,High,High,Low,Low,Down
Low,Medium,Low,0,Low,VeryHigh,Medium,VeryLow,High,High,Low,Low,Down
VeryHigh,Medium,Low,0,Low,VeryHigh,Medium,Medium,High,High,Low,Low,Up
VeryHigh,Medium,Low,0,Low,VeryHigh,Medium,High,High,High,Low,Low,Down
VeryHigh,Medium,Low,0,Low,VeryHigh,Medium,VeryLow,High,High,Low,Low,Up
VeryHigh,Medium,Low,0,Low,VeryHigh,Medium,Medium,High,High,Low,Low,Down
VeryHigh,Medium,Low,0,Low,VeryHigh,Medium,High,High,High,Low,Low,Down
Medium,Medium,Low,0,Low,VeryHigh,Medium,VeryHigh,High,High,Low,Low,Up
Low,Medium,Low,0,Low,VeryHigh,Medium,High,High,High,Low,Low,Down
Medium,Medium,Low,0,Low,VeryHigh,Medium,Medium,High,High,Low,Low,Up
VeryHigh,Medium,Low,0,Low,VeryHigh,Medium,VeryHigh,High,High,Low,Low,Up
High,Medium,Low,0,Low,VeryHigh,Medium,VeryLow,High,High,Low,Low,Down
VeryHigh,Medium,Low,0,Low,VeryHigh,Medium,Low,High,High,Low,Low,Down
VeryHigh,Medium,Low,0,Low,VeryHigh,Medium,Low,High,High,Low,Low,Up
VeryLow,Medium,Low,0,Low,VeryHigh,Medium,Low,High,High,Low,Low,Up
VeryLow,Medium,Low,0,Low,VeryHigh,Medium,Medium,High,High,Low,Low,Down
VeryHigh,Medium,Low,0,Low,VeryHigh,Medium,VeryHigh,High,High,Low,Low,Down
VeryHigh,Medium,Low,0,Low,VeryHigh,Medium,VeryLow,High,High,Low,Low,Up
High,Medium,Low,0,Low,VeryHigh,Medium,Low,High,High,Low,Low,Up
High,Medium,Low,0,Low,VeryHigh,Medium,Medium,High,High,Low,Low,Down
